fusi dain ci ba ba de olbo etu he ,	nn nv cm nv nv cm nv verb e mark
fu_jeo de lio_fujiyang ni beye ,	nn cm nn cm nv mark
jai aliya ci amca mbi o ,	nv verb e verb e ptcl mark
dain cooha de juleri afa rakū ,	nv nv cm nv verb e mark
sain be yendebu me tukiye mbi ,	nv cm verb e verb e mark
eigen akū hehe ,	nv nv nv mark
ambula šangna ra ,	nv verb e mark
bata kimun seme gida rakū ,	nv nv comp verb e mark
abka de ilan jergi hengkile fi ,	nv cm nv nv verb e mark
eigen ana me buce ci ,	nv verb e verb e mark
jori ha jurgan be jurce rakū seme ilaci jergi tsanjiyang obu ha ,	verb e nv cm verb e comp nv nv nv verb e mark
tulergi jeku be gemu manabu ki ,	nv nv cm nv verb e mark
unggi he boigon jeku be ,	verb e nv nv cm mark
gu si ,	nv pn mark
tere i dabala ,	nv cm ptcl mark
ere boo usin de ejen bi dere seme ume olho me gūni re ,	nv nv nv cm nv verb ptcl comp nv verb e verb e mark
ama i gung ,	nv cm nv mark
g'ai_jeo ,	nn mark
niru i ejen beiguwan bu hebi ,	nv cm nv nv verb e mark
fe han be gūni mbi ,	nv nv cm verb e mark
jarut ba i jongnon ,	nn nv cm nn mark
min i juse omosi jalan hala me han de gosibu me wesihun banji kini .	pn cm nv nv nv verb e nv cm verb e nv verb e mark
sakjai i niyalma cooha ji he be gida ha ,	nn cm nv nv verb e cm verb e mark
bakcin i niyalma be gaji me jide rakū emhun ume habšanji re ,	nv cm nv cm verb e verb e nv nv verb e mark
suwen de gung kai .	pn cm nv ptcl mark
sojing_wei i du_jy_hūi_ciyanši šanaha i omolo siopi ,	nn cm nv nn cm nv nn mark
hada gurun i wang_han' i omolo ,	nn nv cm nn cm nv mark
sirahin gurun ,	nn nv mark
buya hoton be ya be hendu re ,	nv nv cm nv cm verb e mark
moobari ,	nn mark
cili me nimeku baha ha ,	verb e nv verb e mark
ši cing ,	nv nv mark
han de emu morin gaji me hengkile me ji he .	nv cm nv nv verb e verb e verb e mark
jai suwen i jeku uda ra be nikan i kooli seme hendu he bi he ,	nv pn cm nv verb e cm nv cm nv comp verb e verb e mark
na de te mbihe .	nv cm verb e mark
ma_šeo_pu be gana fi fonji me ,	nn cm verb e verb e mark
emgeri gabtabu ha ,	nv verb e mark
○ gūsin de ,	mark nv cm mark
sargan baha fi gama ra be daha me ,	nv verb e verb e cm verb e mark
niowanggiyaha i beiguwan tsoo_fung ni wesimbu he bithe i gisun ,	nn cm nv nn cm verb e nv cm nv mark
aisin han ete fi onco be gūni me wa hakū ,	nv nv verb e nv cm verb e verb e mark
ama eme seme si dali ha seme ai tusa .	nv nv comp pn verb e comp nv nv mark
tung_sung_niyan ,	nn mark
dorgi be genggiyen i icihiya rakū ,	nv cm nv cm verb e mark
dobori dulin de boo de ji he .	nv nv cm nv cm verb e mark
min i eden be hūdun wacihiya me bu ∅ .	pn cm nv cm nv verb e verb e mark
weile beide re yamun i jakūn tungse de ,	nv verb e nv cm nv nv cm mark
suwe dacila me fonji fi ,	pn verb e verb e mark
bira i cargi de weihu sabu mbi seme alanji ha ,	nv cm nv cm nv verb e comp verb e mark
jing baha me yabu ha seme ,	nv verb e verb e comp mark
si emhun gai habi o ,	pn nv verb e ptcl mark
erdeni_baksi eje me bithele me gai ha ,	nn verb e verb e verb e mark
gemu gisun gūwaliya kabi ,	nv nv verb e mark
ya uda me jete re niyalma ,	nv verb e verb e nv mark
io_tun_wei harangga haha i ton ,	nn nv nv cm nv mark
in i okto be in de ulebu re jaka de ,	pn cm nv cm pn cm verb e nv cm mark
mocin samsu tanggū ,	nv nv nv mark
urgūdai_efu ,	nn mark
korcin be ka me ji mbi seme ,	nn cm verb e verb e comp mark
giran be liyoodung ni hecen i julergi duka i tule ,	nv cm nn cm nv cm nv nv cm nv mark
in i buya mujilen be waliya fi amba doronggo mujilen be jafa mbi dere seme ,	pn cm nv nv cm verb e nv nv nv cm verb e ptcl comp mark
aisin i anggala dele se re ,	nv cm nv nv verb e mark
ninggun biya de ,	nv nv cm mark
jai jergi iogi obu ha ,	nv nv nv verb e mark
kalka sejen ,	nv nv mark
jakūn ihan ,	nv nv mark
hai_si uju_wei i du_jy_hūi_ši ulai i jui dahamu ,	nn nn cm nv nn cm nv nn mark
emu ubu be šajin niyalma gai ha .	nv nv cm nv nv verb e mark
○ tere inenggi ,	mark nv nv mark
juwan juwe de ,	nv nv cm mark
dergi niyalma i kooli be tuwa rakū ,	nv nv cm nv cm verb e mark
afabu ha weile be mute mbi ,	verb e nv cm verb e mark
muse ubaša fi dainnu ki seme hebde fi ,	pn verb e verb e comp verb e mark
ahada .	nv mark
○ juwan nadan de ,	mark nv nv cm mark
bi hūlha me ba i niyalma i baru boljo ho ngge ,	pn verb e nv cm nv cm nv verb e nmlz mark
min i juse omosi jalan hala me han de gosibu me wesihun banji kini .	pn cm nv nv nv verb e nv cm verb e nv verb e mark
ši_lii_ho de dedu he ,	nn cm verb e mark
aita fujiyang bithe wesimbu me hendu me ,	nn nv nv verb e verb e mark
amba hecen i teile funce he manggi ,	nv nv cm nv verb e nv mark
jai ba i nikasa jase tuci me alin bigan de umbu ha jeku bi ,	nv nv cm nv nv verb e nv nv cm verb e nv verb mark
aika jaka be gemu gama habi ,	nv nv cm nv verb e mark
gosingga_amji ,	nn mark
han be okdo me gaji fi ,	nv cm verb e verb e mark
han i cooha i niyalma dasa me olbo etubu fi suhe sacikū jafa fi tai be saci me efule re de ,	nv cm nv cm nv verb e nv verb e nv nv verb e nv cm verb e verb e cm mark
julge i kooli be donji ci ,	nv cm nv cm verb e mark
duici_beile ,	nn mark
šeo_pu hafan ,	nv nv mark
ninggun morin gaji me ,	nv nv verb e mark
○ du_tang ni bithe ,	mark nv cm nv mark
dailiyoo dube jecen i ubaša ha niyalma be ali me gaija ra jaka de ,	nn nv nv cm verb e nv cm verb e verb e nv cm mark
○ ineku tere inenggi ,	mark nv nv nv mark
tondo akdun ,	nv nv mark
huthu fi erule me geren de tuwabu me wa ha .	verb e verb e nv cm verb e verb e mark
tenteke niyalma be wesihun beile se de ala ∅ ,	nv nv cm nv nv nv cm verb e mark
muse i juwe gurun unenggi doro aca fi banji ki se ci ,	nv cm nv nv nv nv verb e verb e verb e mark
hafan sa i sargata be gama me ,	nv nv cm nv cm verb e mark
hehe be ume uša ra ,	nv cm nv verb e mark
hafan be mampu de ilibu fi ,	nv cm nn cm verb e mark
omšon biya de ,	nv nv cm mark
kamci ha ba i niyalma bisi re jeku be acan je ∅ ,	verb e nv cm nv verb e nv cm nv verb e mark
min i da ci banji ha jurgan ,	pn cm nv cm verb e nv mark
liyoha bira be doo me saci me bošo fi ,	nn nv cm verb e verb e verb e mark
abtai_nakcu ,	nn mark
○ arai iogi ,	mark nn nv mark
burhai ,	nn mark
ai jaka de umai jobo rakū ,	nv nv cm nv verb e mark
ilaci jergi iogi obu ha ,	nv nv nv verb e mark
jušen i hafan kadala kini ,	nv cm nv verb e mark
usin be hūdun bošo me taribu ∅ ,	nv cm nv verb e verb e mark
nikan baha ha niyalma ,	nv verb e nv mark
hahasi be jeku tuwakiyabu me weri ∅ ,	nv cm nv verb e verb e mark
suwe g'ai_jeo de kubun tari re ,	pn nn cm nv verb e mark
juse sargan ,	nv nv mark
nikan i tumen cooha be dehi ba de isi tala bošo me wa fi ,	nv cm nv nv cm nv nv cm verb e verb e verb e mark
xi_san_šan ci ebsi guwangning ni julergi be juwe fi ,	nn cm nv nn cm nv cm verb e mark
wang_guwe_cen i unca ha nicuhe ci fulu ,	nn cm verb e nv cm nv mark
suwe tutala giyansi ji ci jafa fi benji hekū ,	pn nv nv verb e verb e verb e mark
korcin i ooba_taiji ,	nn cm nn mark
sin i daila fi gama ha emu udu niyalma be benji me ,	pn cm verb e verb e nv nv nv cm verb e mark
○ orin ninggun de ,	mark nv nv cm mark
nikan i emu dusy ,	nv cm nv nv mark
asan fujiyang ,	nn nv mark
bira doo me ,	nv verb e mark
men i gurun i niyalma juwan sejen de tebu fi ,	pn cm nv cm nv nv nv cm verb e mark
iogi ,	nv mark
hūwašan ,	nv mark
julergi jase bitu me anafu te he soohai dzung_bing_guwan ,	nv nv verb e nv verb e nn nv mark
jeng_dzy_jeng be dahabu fi dulga be boigon ara ha ,	nn cm verb e nv cm nv verb e mark
gūlha ,	nv mark
jui jobo ro be in i eshete ahūta de ala habi ,	nv verb e cm pn cm nv nv cm verb e mark
ba be waliya fi bai me ji he gung ,	nv cm verb e verb e verb e nv mark
deo beile de bu he gurun gucu ,	nv nv cm verb e nv nv mark
tere bithe be du_tang ,	nv nv cm nv mark
sarin de o ci ,	nv cm verb e mark
duici_beile i giyari ha ba de gene hebi ,	nn cm verb e nv cm verb e mark
beiguwan ci wesihun monggoli habi ,	nv cm nv verb e mark
han i gisun be jurce rakū ,	nv cm nv cm verb e mark
korcin ,	nn mark
gin_iogi niyalma takūra fi haha i ton i dangse bithe gaji re jaka de ,	nn nv verb e nv cm nv cm nv nv verb e nv cm mark
nikan ,	nv mark
hoifa de emu feye ,	nn cm nv nv mark
juwe šanggiyan ,	nv nv mark
nimeku noho ,	nv nv mark
wan_lii i jai aniya juwan biya i ice jakūn de baha ha ,	nn cm nv nv nv nv cm nv nv cm verb e mark
ice uyun de uka me ji he .	nv nv cm verb e verb e mark
○ fusi_efu de wasimbu ha bithe ,	mark nn cm verb e nv mark
○ ice nadan de wasimbu ha bithe i gisun ,	mark nv nv cm verb e nv cm nv mark
beile se i bithe monggoli fi gisun tuwakiya ra niyalma duite sinda ha ,	nv nv cm nv verb e nv verb e nv nv verb e mark
ici ergi ili ha ilan gūsa i cooha tede neme ∅ seme hendu fi unggi he manggi ,	nv nv verb e nv nv cm nv nv verb e comp verb e verb e nv mark
sure_kundulen_han i amba jui argatu_tumen ,	nn cm nv nv nn mark
morin be umai ba de ume yalubu re ,	nv cm nv nv cm nv verb e mark
suwen i juhe wacihiya ha gese o mbi kai ,	pn cm nv verb e nv verb e ptcl mark
juwe biya i juwan emu de ,	nv nv cm nv nv cm mark
in i boo de usin weilebu he seme ,	pn cm nv cm nv verb e comp mark
miyanceo ,	nv mark
bederebu re ihan i ton udu ,	verb e nv cm nv nv mark
su_ši_deng de juwe jergi ala ci ,	nn cm nv nv verb e mark
hūsitun ,	nv mark
jušen i kamci hakū ba i niyalma i jeku be ,	nv cm verb e nv cm nv cm nv cm mark
geren beiguwan de emte ihan ,	nv nv cm nv nv mark
nio_juwang ,	nn mark
jori ha jurgan be jurce rakū seme uju jergi tsanjiyang obu ha ,	verb e nv cm verb e comp nv nv nv verb e mark
duin morin ,	nv nv mark
jakūta de emu feye ,	nv cm nv nv mark
dorgon de bu he manggi ,	nv cm verb e nv mark
jai sunja niyalma de juwete guise ,	nv nv nv cm nv nv mark
fusi amargi hūi_an_pu golo be tabcila me dosi fi ,	nn nv nn nv cm verb e verb e mark
u_jing_ing de ejen ara fi unggi he .	nn cm nv verb e verb e mark
gurun be uji re amba sain onco mujilen akū ,	nv cm verb e nv nv nv nv nv mark
fe ice ya cihangga niyalma tuba de tarina ∅ .	nv nv nv nv nv nv cm verb e mark
deo be min de ana ∅ ,	nv cm pn cm verb e mark
sin i juwe sadun akda fi gene fi doro jafa ha ,	pn cm nv nv verb e verb e nv verb e mark
cooha jide re yargiyan se re ,	nv verb e nv verb e mark
ere gana ha ihan sejen de ,	nv verb e nv nv cm mark
ihan_alin de afa ha ,	nn cm verb e mark
nene me guwangning de tanggūdai_age ,	verb e nn cm nn mark
juwan emu se de ,	nv nv nv cm mark
hoifa de emu feye baha ha seme sunja yan i weile waliya mbi .	nn cm nv nv verb e comp nv nv cm nv verb e mark
sio_yan ,	nn mark
monggo suwe daila ci ,	nv pn verb e mark
šoto_age ji fi hoton de te ,	nn verb e nv cm nv mark
hecen i ejen iogi lii_yung_fang ,	nv cm nv nv nn mark
genggiyen_han i cooha ,	nn cm nv mark
simiyan i dergi hejige i ala ∅ de dedu he ,	nn cm nv nn cm verb e cm verb e mark
nadan minggan uksin gai ha ,	nv nv nv verb e mark
sacikū de te he sure_kundulen_han i emu tanggū cooha gene fi ,	nv cm verb e nn cm nv nv nv verb e mark
menggun elgiyen o fi ,	nv nv verb e mark
abka da me tuttu bi he dere ,	nv verb e nv verb e ptcl mark
ai ai furdehe be ,	nv nv nv cm mark
○ suna be ,	mark nv cm mark
giya_jing ni dehi sunjaci aniya nadan biya i orin emu de baha ha ,	nn cm nv nv nv nv nv cm nv nv cm verb e mark
akū be sarkū ,	nv cm nv mark
tere ci gurun de jeku i alban gaija rakū o fi ,	nv cm nv cm nv cm nv verb e verb e mark
ši_fujiyang ,	nn mark
jeng_io_gung ,	nn mark
bu fi weilebu cina seme hendu he ,	verb e verb e comp verb e mark
○ surma i boo i hehe ,	mark nn cm nv cm nv mark
jang_dase ,	nn mark
yaka jušen duri me cuwangna me yabu re niyalma be sa ha de ,	nv nv verb e verb e verb e nv cm verb e cm mark
ere ninggun niyalma boigon dali me gene fi ,	nv nv nv nv verb e verb e mark
angga i holto me akdabu me gojime ,	nv cm verb e verb e nv mark
morin tuwa me gene fi ,	nv verb e verb e mark
afa ci ,	verb e mark
tese i ai dalji .	nv cm nv nv mark
amba_beile ,	nn mark
sunja tanggū honin gaji me uka me ji he .	nv nv nv verb e verb e verb e mark
tondo šajin akdun o fi ,	nv nv nv verb e mark
morohon i eigen sargan ,	nv cm nv nv mark
ere gemu getuken ice bekdun kai ,	nv nv nv nv nv ptcl mark
wargi ci da me ji he cooha be gemu wa ha ,	nv cm verb e verb e nv cm nv verb e mark
mao_wen_lung akū ,	nn nv mark
sargan akū niyalma de ,	nv nv nv cm mark
ukanju ,	nv mark
jai fujisa de ,	nv nv cm mark
wang_jeng_ming ,	nn mark
subahai_gufu ,	nn mark
sihan_saman ji fi faita ha bi he ,	nn verb e verb e verb e mark
yehe ,	nv mark
daiju ,	nn mark
usihibu fi ehe obu fi bu he de saiyūn ,	verb e nv verb e verb e cm nv mark
nadan usiha i uncehen i dube i emu usiha i amargi dube be amasi dule ke ,	nv nv cm nv cm nv cm nv nv cm nv nv cm nv verb e mark
○ cen_iogi sin i harangga niyalma be gai fi ,	mark nn pn cm nv nv cm verb e mark
nikan i hafasa be gai fi hengkile he ,	nv cm nv cm verb e verb e mark
han i gisun be jurce rakū ,	nv cm nv cm verb e mark
ai jaka be doigon i šajin šajila me ,	nv nv cm nv cm nv verb e mark
amala in i cisu i uka me ji he .	nv pn cm nv cm verb e verb e mark
jao_wei_sing ,	nn mark
jakūta de emu feye ,	nv cm nv nv mark
cooha gene he han be deote be amban sa be firu me bithe ara ha niyalma gūni fi ,	nv verb e nv cm nv cm nv nv cm verb e nv verb e nv verb e mark
wan_lii i jai aniya juwan biya i ice jakūn de baha ha ,	nn cm nv nv nv nv cm nv nv cm verb e mark
isele re de buce ci buce kini ,	verb e cm verb e verb e mark
dergi hoton i niyalma sa fi ,	nv nv cm nv verb e mark
liyoodung ni ici niyalma liyoodung ni tsang de sinda ∅ ,	nn cm nv nv nn cm nv cm verb e mark
sure_kundulen_han i susai ilan se de ,	nn cm nv nv nv cm mark
jakūn gūsa i jakūn iogi i sargan de ,	nv nv cm nv nv cm nv cm mark
wan_lii i nadaci aniya ninggun biya i juwan juwe de baha ha ,	nn cm nv nv nv nv cm nv nv cm verb e mark
hūlha holo koimali jalingga akū tondo i banji ki .	nv nv nv nv nv nv cm verb e mark
ulin isabu fi baibi asara ra anggala ,	nv verb e nv verb e nv mark
han hendu me ,	nv verb e mark
tanggūdai_age ,	nn mark
tenteke ai ai baitangga niyalma bi ci tucinu ∅ ,	nv nv nv nv nv verb e verb e mark
emu minggan sunja tanggū orin ilan haha ,	nv nv nv nv nv nv nv mark
min i juse omosi jalan hala me han de gosibu me wesihun banji kini .	pn cm nv nv nv verb e nv cm verb e nv verb e mark
kalka i joriktu_beile i ninju boigon uka me ji he .	nv cm nn cm nv nv verb e verb e mark
ilhi ilhi šangna me bu he .	nv nv verb e verb e mark
jergi hergen ci wasibu fi ,	nv nv cm verb e mark
ula i bira be sure_kundulen_han i juwe jui manggūltai_taiji ,	nv cm nv cm nn cm nv nv nn mark
abka i haran kai ,	nv cm nv ptcl mark
han i elcin unggi ∅ .	nv cm nv verb e mark
han i hecen i dolo emu giyansi baha fi benji he bi he ,	nv cm nv cm nv nv nv verb e verb e verb e mark
jabjao ,	nn mark
○ niohon ihan aniya jakūn biya i orin ilan de ,	mark nv nv nv nv nv cm nv nv cm mark
jakūn gūsa i weile ara ra be ,	nv nv cm nv verb e cm mark
sunja niyalma de acan emken bu he ,	nv nv cm nv nv verb e mark
haha i ton ,	nv cm nv mark
karacin i monggo be jakūnju isi me ucara fi ,	nn cm nv cm nv verb e verb e mark
tofohon niyalma juwan morin gama ha ,	nv nv nv nv verb e mark
ninggun tanggū funce me olji baha fi gaji ha .	nv nv verb e nv verb e verb e mark
juwe tanggū hule jeku gai mbi ,	nv nv nv nv verb e mark
beye buce kini ,	nv verb e mark
geren cooha i dorgideri nene me dosi fi gabta ra saci re de ,	nv nv cm nv verb e verb e verb e verb e cm mark
ginjeo ci amba_beile ,	nn cm nn mark
hecen gai ha jai cimari ,	nv verb e nv nv mark
○ kalka i joriktu_beile i monggoso juwan niyalma ,	mark nv cm nn cm nv nv nv mark
jai gūwa de ai isi re seme hendu fi ,	nv nv cm nv verb e comp verb e mark
coshi ,	nn mark
urgūdai ala me ,	nn verb e mark
gene fi han be tebeliye me aca ha ,	verb e nv cm verb e verb e mark
in i niru i niyalma be getuken i hendu fi ,	pn cm nv cm nv cm nv cm verb e mark
ajige gung ni niyalma de majige šangna ha ,	nv nv cm nv cm nv verb e mark
jakūta de ilan feye ,	nv cm nv nv mark
nukte re cihakū beile se be daha me gašan de te ki se re gucu be sonjo fi ,	verb e nv nv nv cm verb e nv cm verb e verb e nv cm verb e mark
olho me sere me tondo i akūmbu fi han de sain sabu ci ,	verb e verb e nv cm verb e nv cm nv verb e mark
ili ha manggi tere niyalma de sargan bu ∅ ,	verb e nv nv nv cm nv verb e mark
morin yalu re be baica ra ,	nv verb e cm verb e mark
iogi i hergen be nakabu ha ,	nv cm nv cm verb e mark
han de juwe temen ,	nv cm nv nv mark
tofohoci jergi ,	nv nv mark
hūsitun ,	nv mark
banji ha ba ,	verb e nv mark
ere duin nofi be elcin takūra ha ,	nv nv nv cm nv verb e mark
duin aniya o ho manggi ,	nv nv verb e nv mark
nahabu ,	nn mark
geli busan i gese amba gung ara fi ,	nv nn cm nv nv nv verb e mark
ji hekū o ho manggi ,	verb e verb e nv mark
judebu ,	nn mark
haha jui ,	nv nv mark
nikan han i liyoodung ni ba be bu he ,	nv nv cm nn cm nv cm verb e mark
jai fujisa be daha ra hehesi ,	nv nv cm verb e nv mark
julge aisin gurun i agūda han ,	nv nv nv cm nn nv mark
tule gene re horho de dengjan bene fi lakiya ∅ ,	nv verb e nv cm nv verb e verb e mark
boitoho ,	nn mark
ehe be ehe seme han de ala mbi ,	nv cm nv comp nv cm verb e mark
dain i nikan gurun yebele rakū wa kini seme bele me unggi he gisun be gai fi ,	nv cm nv nv verb e verb e comp verb e verb e nv cm verb e mark
jai geli ala me ,	nv nv verb e mark
gūsin niyalma wa ha .	nv nv verb e mark
hūlha holo be deribu ci ,	nv nv cm verb e mark
sin i mangga be bi inu sa habi ,	pn cm nv cm pn nv verb e mark
cooha da ci da kini seme nikan be daila ha ,	nv verb e verb e comp nv cm verb e mark
○ murtai be ,	mark nv cm mark
muse abka de akdula me ,	pn nv cm verb e mark
gemu si tuwa me jori ∅ ,	nv pn verb e verb e mark
weijeng men i juwe nofi nene me mejige baha fi ebše me ji he bi he ,	nn pn cm nv nv verb e nv verb e verb e verb e verb e mark
nikan de uka me gene mbi ,	nv cm verb e verb e mark
bi we be jafa fi bene re ,	pn nv cm verb e verb e mark
enggebu ,	nn mark
ša_ling ni niyalma daha hakū o fi ,	nn cm nv verb e verb e mark
niyalma tooda me weile gai me ,	nv verb e nv verb e mark
ilan jergi buce re weile be guwebu mbi .	nv nv verb e nv cm verb e mark
ili ha ba de alin i wesihun afa me umai ili hakū gene hei ,	verb e nv cm nv cm nv verb e nv verb e verb e mark
afabu ha weile be mute mbi ,	verb e nv cm verb e mark
○ geren beile se ,	mark nv nv nv mark
jaisai si monggo gurun ,	nn pn nv nv mark
ba be waliya fi bai me ji he gung de ,	nv cm verb e verb e verb e nv cm mark
jori ha jurgan be jurce rakū seme ,	verb e nv cm verb e comp mark
○ tere inenggi ,	mark nv nv mark
ilan jergi dasa ha ba be amba_beile de bu he .	nv nv verb e nv cm nn cm verb e mark
hafan i beide he tondo o ci ,	nv cm verb e nv verb e mark
dorgi be genggiyen i icihiya rakū ,	nv cm nv cm verb e mark
weile he jeku i dabala ,	verb e nv cm ptcl mark
suwayan hū ha suje de hada ha hilteri uksin saca ,	nv verb e nv cm verb e nv nv nv mark
dahū bi ,	nv verb mark
jaisa ,	nn mark
tabcin dosi fi olji ilan tanggū isi me baha ha .	nv verb e nv nv nv verb e verb e mark
weile ejen de tuhene re weile be tuhebu mbi ,	nv nv cm verb e nv cm verb e mark
hashū ergi duin gūsa i cooha be ,	nv nv nv nv cm nv cm mark
ulkun amcana fi emu tanggū nadanju niyalma wa ha ,	nn verb e nv nv nv nv verb e mark
cooha be kadala me ete mbi seme ,	nv cm verb e verb e comp mark
jori ha jurgan be jurce rakū seme ,	verb e nv cm verb e comp mark
muse i ama i salibu ha gurun gucu waka kai ,	nv cm nv cm verb e nv nv nv ptcl mark
